"identifier","name","thumbnail","description","mimetype","url","media","agegroup","domain","curriculargoal","competencies","language","category","sourceorg","audience","keywords","status","learningoutcomes","createdon","lastupdatedon"
"do_31373478164725760017480","अक्षर अ","https://obj.diksha.gov.in/ntp-content-production/content/do_31373478164725760017480/artifact/do_31383901054337024011800_1689332342008_flash-cards-icon.thumb.jpg",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373478164725760017480/akssr-a.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373478164725760017480/akssr-a.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373478550228992017481","अक्षर आ","https://obj.diksha.gov.in/ntp-content-production/content/do_31373478550228992017481/artifact/do_31383901195135385611639_1689332513786_flash-cards-icon.thumb.jpg",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373478550228992017481/akssr-aa.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373478550228992017481/akssr-aa.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373478901098905617483","अक्षर इ","https://obj.diksha.gov.in/ntp-content-production/content/do_31373478901098905617483/artifact/do_31383901314719744011801_1689332659807_flash-cards-icon.thumb.jpg",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373478901098905617483/akssr-i.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373478901098905617483/akssr-i.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373479143867187217484","अक्षर ई","https://obj.diksha.gov.in/ntp-content-production/content/do_31373479143867187217484/artifact/do_31383901440999424011640_1689332813888_flash-cards-icon.thumb.jpg",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373479143867187217484/akssr-ii.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373479143867187217484/akssr-ii.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373479468553011217487","अक्षर उ","https://obj.diksha.gov.in/ntp-content-production/content/do_31373479468553011217487/artifact/do_3138410976650362881196_1689587118061_flashcard-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373479468553011217487/akssr-u.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373479468553011217487/akssr-u.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373479675530444817489","अक्षर ऊ","https://obj.diksha.gov.in/ntp-content-production/content/do_31373479675530444817489/artifact/do_3138410983730135041249_1689587204087_flashcard-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373479675530444817489/akssr-uu.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373479675530444817489/akssr-uu.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373480464843571214010","अक्षर ए","https://obj.diksha.gov.in/ntp-content-production/content/do_31373480464843571214010/artifact/do_3138410990241546241251_1689587284473_flashcard-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373480464843571214010/akssr-e.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373480464843571214010/akssr-e.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373480599316889614013","अक्षर ऐ","https://obj.diksha.gov.in/ntp-content-production/content/do_31373480599316889614013/artifact/do_3138410997052620801197_1689587366713_flashcard-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373480599316889614013/akssr-ai.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373480599316889614013/akssr-ai.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373480794085785614018","अक्षर ओ","https://obj.diksha.gov.in/ntp-content-production/content/do_31373480794085785614018/artifact/do_3138411004835758081254_1689587461936_flashcard-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373480794085785614018/akssr-o.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373480794085785614018/akssr-o.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373480923797094417505","अक्षर औ","https://obj.diksha.gov.in/ntp-content-production/content/do_31373480923797094417505/artifact/do_3138411010647490561255_1689587532652_flashcard-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373480923797094417505/akssr-au.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373480923797094417505/akssr-au.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373481046822092814021","अक्षर अं","https://obj.diksha.gov.in/ntp-content-production/content/do_31373481046822092814021/artifact/do_3138411018376314881200_1689587627059_flashcard-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373481046822092814021/akssr-an.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373481046822092814021/akssr-an.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373481605282201614030","अक्षर अ:","https://obj.diksha.gov.in/ntp-content-production/content/do_31373481605282201614030/artifact/do_3138411025529487361258_1689587714370_flashcard-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373481605282201614030/akssr-a_.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373481605282201614030/akssr-a_.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373481731085107217522","अक्षर क","https://obj.diksha.gov.in/ntp-content-production/content/do_31373481731085107217522/artifact/do_3138411035602862081208_1689587837341_flashcard-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373481731085107217522/akssr-k.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373481731085107217522/akssr-k.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373481842846924817526","अक्षर ख","https://obj.diksha.gov.in/ntp-content-production/content/do_31373481842846924817526/artifact/do_3138411040890306561265_1689587901838_flashcard-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373481842846924817526/akssr-kh.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373481842846924817526/akssr-kh.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373482064598630414033","अक्षर ग","https://obj.diksha.gov.in/ntp-content-production/content/do_31373482064598630414033/artifact/do_3138411046446284801210_1689587969663_flashcard-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373482064598630414033/akssr-g.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373482064598630414033/akssr-g.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373483000814796817553","अक्षर घ","https://obj.diksha.gov.in/ntp-content-production/content/do_31373483000814796817553/artifact/do_3138411078302105601267_1689588358728_flashcard-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373483000814796817553/akssr-gh.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373483000814796817553/akssr-gh.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373483101330636817556","अक्षर ङ","https://obj.diksha.gov.in/ntp-content-production/content/do_31373483101330636817556/artifact/do_3138411085212385281268_1689588442973_flashcard-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373483101330636817556/akssr-ng.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373483101330636817556/akssr-ng.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373483268589158417561","अक्षर च","https://obj.diksha.gov.in/ntp-content-production/content/do_31373483268589158417561/artifact/do_3138411398800424961261_1689592271470_flashcard-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373483268589158417561/akssr-c.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373483268589158417561/akssr-c.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373483383414784014122","अक्षर छ","https://obj.diksha.gov.in/ntp-content-production/content/do_31373483383414784014122/artifact/do_3138411408706191361456_1689592392040_flashcard-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373483383414784014122/akssr-ch.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373483383414784014122/akssr-ch.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373483513537331214126","अक्षर ज","https://obj.diksha.gov.in/ntp-content-production/content/do_31373483513537331214126/artifact/do_3138411414868623361457_1689592467205_flashcard-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373483513537331214126/akssr-j.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373483513537331214126/akssr-j.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373483685926502417630","अक्षर  झ","https://obj.diksha.gov.in/ntp-content-production/content/do_31373483685926502417630/artifact/do_3138411422930780161262_1689592565682_flashcard-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373483685926502417630/akssr-jh.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373483685926502417630/akssr-jh.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373483826416844814432","अक्षर  ञ","https://obj.diksha.gov.in/ntp-content-production/content/do_31373483826416844814432/artifact/do_3138411428467671041458_1689592633220_flashcard-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373483826416844814432/akssr-ny.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373483826416844814432/akssr-ny.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373483929739264014437","अक्षर  ट","https://obj.diksha.gov.in/ntp-content-production/content/do_31373483929739264014437/artifact/do_3138411439292334081263_1689592764998_flashcard-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373483929739264014437/akssr-tt.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373483929739264014437/akssr-tt.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373484031015321617636","अक्षर  ठ","https://obj.diksha.gov.in/ntp-content-production/content/do_31373484031015321617636/artifact/do_3138411450221772801459_1689592898369_flashcard-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373484031015321617636/akssr-tth.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373484031015321617636/akssr-tth.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373484150533324817637","अक्षर  ड","https://obj.diksha.gov.in/ntp-content-production/content/do_31373484150533324817637/artifact/do_3138411464143831041264_1689593068306_flashcard-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373484150533324817637/akssr-dd.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373484150533324817637/akssr-dd.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373484279281254417638","अक्षर  ढ","https://obj.diksha.gov.in/ntp-content-production/content/do_31373484279281254417638/artifact/do_3138411471207546881265_1689593154527_flashcard-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373484279281254417638/akssr-ddh.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373484279281254417638/akssr-ddh.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373484397119078417639","अक्षर  ण","https://obj.diksha.gov.in/ntp-content-production/content/do_31373484397119078417639/artifact/do_3138411478203760641266_1689593240179_flashcard-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373484397119078417639/akssr-nn.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373484397119078417639/akssr-nn.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373484568648089614444","अक्षर  त","https://obj.diksha.gov.in/ntp-content-production/content/do_31373484568648089614444/artifact/do_3138411485012951041267_1689593323353_flashcard-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373484568648089614444/akssr-t.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373484568648089614444/akssr-t.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373484814640742414447","अक्षर  थ","https://obj.diksha.gov.in/ntp-content-production/content/do_31373484814640742414447/artifact/do_3138411494702858241460_1689593441597_flashcard-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373484814640742414447/akssr-th.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373484814640742414447/akssr-th.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373484922805452814448","अक्षर  द","https://obj.diksha.gov.in/ntp-content-production/content/do_31373484922805452814448/artifact/do_3138411501161840641268_1689593520423_flashcard-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373484922805452814448/akssr-d.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373484922805452814448/akssr-d.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373485036856934417642","अक्षर  ध","https://obj.diksha.gov.in/ntp-content-production/content/do_31373485036856934417642/artifact/do_3138411506951127041461_1689593591018_flashcard-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373485036856934417642/akssr-dh.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373485036856934417642/akssr-dh.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373485135618867217643","अक्षर  न","https://obj.diksha.gov.in/ntp-content-production/content/do_31373485135618867217643/artifact/do_3138411512524472321269_1689593659584_flashcard-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373485135618867217643/akssr-n.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373485135618867217643/akssr-n.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373485238451404814455","अक्षर  प","https://obj.diksha.gov.in/ntp-content-production/content/do_31373485238451404814455/artifact/do_3138411518760632321462_1689593735674_flashcard-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373485238451404814455/akssr-p.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373485238451404814455/akssr-p.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373485339658649614457","अक्षर फ","https://obj.diksha.gov.in/ntp-content-production/content/do_31373485339658649614457/artifact/do_3138411524124917761463_1689593800559_flashcard-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373485339658649614457/akssr-ph.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373485339658649614457/akssr-ph.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373485492070809617645","अक्षर ब","https://obj.diksha.gov.in/ntp-content-production/content/do_31373485492070809617645/artifact/do_3138411529972940801270_1689593871896_flashcard-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373485492070809617645/akssr-b.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373485492070809617645/akssr-b.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373485598494720017648","अक्षर भ","https://obj.diksha.gov.in/ntp-content-production/content/do_31373485598494720017648/artifact/do_3138411536301424641464_1689593949129_flashcard-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373485598494720017648/akssr-bh.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373485598494720017648/akssr-bh.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373485700077158414459","अक्षर म","https://obj.diksha.gov.in/ntp-content-production/content/do_31373485700077158414459/artifact/do_3138411542901882881271_1689594029712_flashcard-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373485700077158414459/akssr-m.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373485700077158414459/akssr-m.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373485925729075214462","अक्षर य","https://obj.diksha.gov.in/ntp-content-production/content/do_31373485925729075214462/artifact/do_3138411548990013441465_1689594104024_flashcard-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373485925729075214462/akssr-y.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373485925729075214462/akssr-y.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373486040426905617653","अक्षर र","https://obj.diksha.gov.in/ntp-content-production/content/do_31373486040426905617653/artifact/do_3138411555098542081272_1689594178631_flashcard-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373486040426905617653/akssr-r.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373486040426905617653/akssr-r.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373486135663820817654","अक्षर ल","https://obj.diksha.gov.in/ntp-content-production/content/do_31373486135663820817654/artifact/do_3138411561032663041273_1689594251298_flashcard-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373486135663820817654/akssr-l.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373486135663820817654/akssr-l.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373486235748761617656","अक्षर व","https://obj.diksha.gov.in/ntp-content-production/content/do_31373486235748761617656/artifact/do_3138411565944668161466_1689594311258_flashcard-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373486235748761617656/akssr-v.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373486235748761617656/akssr-v.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373486438209126414464","अक्षर श","https://obj.diksha.gov.in/ntp-content-production/content/do_31373486438209126414464/artifact/do_3138411097506775041215_1689588592865_flash-cards-icon.thumb.jpg",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373486438209126414464/akssr-sh.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373486438209126414464/akssr-sh.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373488695114137617659","अक्षर ष","https://obj.diksha.gov.in/ntp-content-production/content/do_31373488695114137617659/artifact/do_3138411081443246081213_1689588396716_flash-cards-icon.thumb.jpg",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373488695114137617659/akssr-ss.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373488695114137617659/akssr-ss.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373488792385126417662","अक्षर स","https://obj.diksha.gov.in/ntp-content-production/content/do_31373488792385126417662/artifact/do_3138411066273382401211_1689588211587_flash-cards-icon.thumb.jpg",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373488792385126417662/akssr-s.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373488792385126417662/akssr-s.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373488898098790414471","अक्षर ह","https://obj.diksha.gov.in/ntp-content-production/content/do_31373488898098790414471/artifact/do_3138411023415459841207_1689587688364_flash-cards-icon.thumb.jpg",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373488898098790414471/akssr-h.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373488898098790414471/akssr-h.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373488997474304014474","अक्षर  क्ष","https://obj.diksha.gov.in/ntp-content-production/content/do_31373488997474304014474/artifact/do_3138411010548531201198_1689587531368_flash-cards-icon.thumb.jpg",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373488997474304014474/akssr-kss.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373488997474304014474/akssr-kss.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373489106921881617674","अक्षर त्र","https://obj.diksha.gov.in/ntp-content-production/content/do_31373489106921881617674/artifact/do_3138411000941527041253_1689587414043_flash-cards-icon.thumb.jpg",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373489106921881617674/akssr-tr.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373489106921881617674/akssr-tr.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373489209079398414476","अक्षर ज्ञ","https://obj.diksha.gov.in/ntp-content-production/content/do_31373489209079398414476/artifact/do_3138410990684487681252_1689587288905_flash-cards-icon.thumb.jpg",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373489209079398414476/akssr-jny.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373489209079398414476/akssr-jny.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373479432865382413992","अक्षर अ","https://obj.diksha.gov.in/ntp-content-production/content/do_31373479432865382413992/artifact/do_31383883204393369611452_1689310552598_cards-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373479432865382413992/akssr-a.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373479432865382413992/akssr-a.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373479809325465617491","अक्षर आ","https://obj.diksha.gov.in/ntp-content-production/content/do_31373479809325465617491/artifact/do_31383883278925004811453_1689310643559_cards-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373479809325465617491/akssr-aa.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373479809325465617491/akssr-aa.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
"do_31373480085295104014000","अक्षर इ","https://obj.diksha.gov.in/ntp-content-production/content/do_31373480085295104014000/artifact/do_31383883343944089611670_1689310722863_cards-thumbnail.thumb.png",,"application/pdf","https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373480085295104014000/akssr-i-.pdf","[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31373480085295104014000/akssr-i-.pdf""}]",,,,,"Hindi","Jaadui Pitara Box","NCERT","{Parents}",,"Live",,"NOW()",
